0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.004938838109620216,0.0003529935552088804,0.0014702027485325223,0.9972973734261161,0.0004356273636043823,0.00016686629775256357,0.006523311704281372,0.0015947152544595433,0.0008804472665788729,0.0002259899165126984,0.000285171546996825,0.0024747029242869457,0.0011312370017017577,0.004266261797039026,0.0030124860099726087,0.000603726001050183,0.00659536825716338,0.014697514928467206,0.001228790174689647,0.012786642485918811,0.0005094008342501371,0.002083825359162093,9.33675792411946e-05,0.002782131964599522,0.023385688359888038
0.010736860930267296,0.00021500798294095318,0.0002749295574082429,2.6382582792224343e-05,8.229374191264974e-05,0.00189575215554465,0.000231650740479534,0.0016134771140817262,0.0009142459180572954,0.0010355251263187565,0.00044965240425273446,0.00031418993584508197,0.0001444313019122389,0.0008749928613887006,0.00013783500569822916,2.715987888484879e-05,9.16394353907197e-05,3.427520449723981e-05,0.00011357531609240316,0.0001135768745839979,0.013124793859215481,0.0001452699630429724,0.0004300238446063995,0.00026852766308963866,0.0011076840485470514
6.911994745515735e-07,0.0001746900887436825,2.6744282037400613e-06,8.11830563241507e-05,6.540583775141739e-05,0.0005167268633342669,6.106250878525995e-05,0.0004465436031057513,0.0001101825363813812,0.0010752507640625984,4.262271965500987e-05,0.00041732295583682394,5.8524714257966944e-05,1.3034292526358047e-05,9.858778516897873e-06,0.0018324205444685165,0.0007964296448173398,0.0007820911220194959,0.0006843449952131857,4.4767364153690024e-05,0.00018439698336997112,1.9598935193230416e-05,0.00095170844535249,0.010953672828562206,0.0008529368170194531
0.0010930008748733394,4.3060498742452906e-05,2.2125312062860285e-06,3.916911123890981e-05,0.0001875436601058028,8.065149938996345e-06,0.0005045896437734715,0.00031899807921045224,0.0063029593361532,0.00011729781700273841,0.00016144226883290323,9.06373290655947e-06,8.401797737996867e-07,7.747086807326383e-05,2.669071449740948e-06,0.0003441580165943582,0.00040371145970113025,0.00030677676572073663,0.00016377560539787895,5.114983532251398e-05,9.752656436170057e-06,4.460872803102625e-06,4.589657930946927e-06,0.0006740484453143084,0.0010902495776605192
4.552495274622948e-05,1.5593574809676597e-05,1.6589745601655947e-06,5.542828917401051e-07,1.4783565651076536e-06,2.758939534715091e-06,4.953112553277137e-07,1.2649429890725018e-05,0.0011837948155898634,7.103031900113794e-05,0.00153759401817959,0.0001640269425280987,0.0023761656967383163,7.708833499046193e-06,0.0003321876460446553,0.0009664642404790056,0.0005581508690329106,0.002281730953275652,0.0002980294164552667,0.0008327626725516596,1.6824070093575115e-07,5.585989790256844e-06,1.0546638237142571e-05,1.8551806299142873e-05,0.00011127256842285403
0.00020858194094383993,2.8367200906649303e-05,4.237398470952188e-07,9.158482347095614e-06,0.00011505447324652298,0.00041602975611148397,0.00012948692685695908,0.002526097251001184,0.0007839526640456718,0.0005961213066309534,7.780336546211362e-05,4.89104264305719e-05,0.0005072958022173941,0.00010360293936371998,0.0004948829457805376,0.006092687289373242,0.0014752000892906503,0.00023304056982582135,0.00023304056982582135,0.000445695751098458,3.214094050997757e-05,3.1830142456087323e-06,9.513536127220867e-05,0.0011044781561404323,0.00102387448864011
0.010959622616772162,0.0002169413358917362,2.0287714647311933e-05,1.1496917641711083e-07,1.892169456906094e-05,0.00015257314350198802,0.00040356925924135315,0.0006753729580494067,2.497096354984053e-05,0.0003342707194448631,0.0033039326775402434,0.00062937897034391,0.00014328624913213157,0.00024815303405268215,0.0013358964465550965,0.0021262195352271343,0.021058512223280878,0.0008886609154407605,0.002938354404169178,0.00013743456133179365,0.00020944922404940217,0.0005269905261259856,7.440362601113957e-05,0.0003108623115505401,0.0065869654589195865
1.5117692029357751e-05,2.3737893474137916e-05,5.486430522661649e-07,1.0070563201732136e-06,5.530046953698708e-05,8.101530248158264e-05,0.00018609768507016399,0.0016290062415241025,0.007269174250041966,0.015432650497516763,0.01633023329853233,0.01152913127363601,0.00019003917422447477,2.214083190129783e-05,0.0004035692592413553,7.11548825549757e-06,0.0011692483695573126,0.010449643849503655,0.0015062979301300379,0.0017571955226758783,0.0013824789078869324,0.001118645642926298,1.3804206509244414e-05,0.0024294017788359526,0.000524455232376899
0.00013242245820214597,4.7298832582547705e-05,2.924724814421891e-05,6.6481919924132215e-06,0.00016593270280066942,0.0008886609154407605,0.0003090704138589183,0.001875620286599942,0.0037344398340248795,0.0024862116306327195,0.012457286192268867,0.03796390848050583,0.007736741677058248,0.00017941938859497082,5.8890228518690794e-05,0.0003550723924546544,0.0006596488335099565,1.5310868183735075e-05,9.026417031837936e-06,1.0986314470227842e-05,3.60571341689231e-06,1.497769139206136e-06,1.5004210652288663e-05,0.0003044347977817142,0.0033829323214226476
0.000760432801097631,9.34093319477795e-06,4.610179286627048e-06,4.239348670981793e-06,4.3474475776911755e-05,0.00195569364324178,0.0016985691502433837,0.008537801738564438,0.0022516531098130143,0.02356196929717768,0.0056932353349656165,0.002702870542198394,5.4880137282789753e-05,5.342262439407653e-07,8.34833165514761e-06,3.6871522442542597e-05,2.4010860137584936e-08,0.00016205037955309849,1.1453349610747548e-05,4.1504614678844595e-06,1.9405220321302883e-06,1.2940742829244327e-07,2.118105309143214e-05,0.00013826376422511636,0.00015839295064797973
